price
250
265


290
290
275
275
240


215
175
145
150
120


135
135
110
155
135


145
155
140





135
160
175
160


115
120
105
140
135


155
130
125
130
165


145
135
140
120
125


150

115
135
165


155
155
150
160
140


110
120
115
125
140


145
135
160
135
115


115
145

120
115


65
70
65
80
55


60
60
65
65
70


65
55
75
53
55


63
65
78




85
65
63
55
65


90
70
70
65
63


55
58
75
80
75


110
115
135
125
95


125
145
160
145
175


175
165
195
185
190


225
215
180
185
205


235
245
195
255
265


285
335
315
325
325


315
295
295
295
310


275
310
285
315
335


345
325
310
290
295




395
405
415


350
295
345
375
390


465
410
445
435
390



675
645
610
545


370
345
450

375


545
595
440
375
395


395
395
355
390
390


325
375
375
325
325


335
325
295
310



340
305
290
320
290


325
310
335
375



290
400
390
440
440


375
265
275
235
240


265
190
195
215



155
125
100
125
105


120
125
125





155
155
125
125


115

85
100
55


80
88

75
85


90
90
105
105
90


105
110
70
85
105


70
60
75




85
70
95
105
95


75
80
90
145
115


190
200
125
175
205



170
130
175



165
190
190
180
135


145
175
140
155
185


190
190
270
225
175


265
270
205
190
190


210
290
250
278
230


270
310
290
305
310


225
225
255
160
155


175
185
180
185
185



150
140
125
115


130
145
165
140
150


145
150
150
180
140


175
165
165
165
155




175
190
170


275
240
205
140
175


150
165
150
115
105


100
105
85
95
95


100
90
115

85


85
80
55
75
65


125
90
75

75


85
60
65
60
70


63
90
85




65
85
75
63
70


65
65
60
100
160


95
95
95
150
105


110
130
150
190
185


160
170
165
165
125


110
125

135
125


110
115
130
135
135


90
95
90
90
95




95
120
135


110
125
125
105
115


130
125
170
180
210


225

240
175
215


210
235

265
290


265
315
325
345
275


300
285

265
305


250
220
265
240
275


265
225
240

225


245
225
225
190
215


215
245
190
210
210



245
125
245
225


175
205
185
210
235




295
325



290
240
265
265
290


275
290
275

365


345

365
300
395




345
465
345


300
275
255
300
275


275
345
325
325
275


290
285
325
375
345


365


425
390


325
310
295
295
230


190
200
225
165
190


210
225
210
200
215
